"","x"
"9355","Sod Bicarb_Cap 500mg"
"9356","Sod Bicarb_Oral Soln 420mg/5ml"
"9357","Sod Bicarb_Pdrs 4.2g"
"9358","Sod Bicarb_Tab 600mg"
"9359","Sod Chlor 5% Eye Dps 10ml"
"9360","Sod Chlor_Eye Dps 0.9% 0.5ml Ud P/F"
"9361","Sod Chlor_Eye Dps 0.9% P/F"
"9362","Sod Chlor_Eye Dps 5% P/F"
"9363","Sod Chlor_Eye Oint 5%"
"9364","Sod Chlor_I/V Inf 0.9%"
"9365","Sod Chlor_I/V Inf 0.9% 100ml         @gn"
"9366","Sod Chlor_I/V Inf 0.9% 10ml Amp"
"9367","Sod Chlor_I/V Inf 0.9% 1L"
"9368","Sod Chlor_I/V Inf 0.9% 20ml Amp"
"9369","Sod Chlor_I/V Inf 0.9% 250ml"
"9370","Sod Chlor_I/V Inf 0.9% 2ml Amp"
"9371","Sod Chlor_I/V Inf 0.9% 50ml Vl"
"9372","Sod Chlor_I/V Inf 0.9% 5ml Amp"
"9373","Sod Chlor_Inh Soln 0.9% 2.5ml Ud Amp"
"9374","Sod Chlor_Inh Soln 0.9% 2.5ml Ud Vl"
"9375","Sod Chlor_Liq Spec 585mg/5ml"
"9376","Sod Chlor_Oral Soln 1.46g/5ml (5mmol/ml)"
"9377","Sod Chlor_Oral Soln 1.5g/5ml"
"9378","Sod Chlor_Oral Soln 292.5mg/5ml"
"9379","Sod Chlor_Tab 600mg M/R"
"9380","Sod Chlor/Glucose_Inf 0.18%/4% 500ml"
"9381","Sod Cit_Comp Enem NPF"
"9382","Sod Clodronate_Cap 400mg"
"9383","Sod Clodronate_Tab 520mg"
"9384","Sod Clodronate_Tab 800mg"
"9385","Sod Cromoglicate_Aq Nsl Spy 4% 22ml"
"9386","Sod Cromoglicate_Cap 100mg"
"9387","Sod Cromoglicate_Eye Dps 2% 0.3ml Ud P/F"
"9388","Sod Cromoglicate_Eye Dps Aq 2%"
"9389","Sod Cromoglicate_Inha 5mg (112D) CFF"
"9390","Sod Feredate_Elix 190mg/5ml S/F"
"9391","Sod Fluoride_Dental Paste 0.619% S/F"
"9392","Sod Fluoride_Dental Paste 1.1% S/F"
"9393","Sod Fluoride_Mthwsh 0.05% S/F"
"9394","Sod Fluoride_Tab 1.1mg"
"9395","Sod Fluoride_Tab 2.2mg"
"9396","Sod Fusidate_Oint 2%"
"9397","Sod Fusidate_Tab 250mg"
"9398","Sod Hypochlorite_Soln 2%"
"9399","Sod Oxybate_Oral Soln 2.5g/5ml S/F"
"9400","Sod Phenylbut_Tab 500mg"
"9401","Sod Picosulf_Cap 2.5mg"
"9402","Sod Picosulf_Oral Soln 5mg/5ml S/F"
"9403","Sod Valpr_Cap 150mg M/R"
"9404","Sod Valpr_Cap 300mg M/R"
"9405","Sod Valpr_Gran Sach 100mg M/R S/F"
"9406","Sod Valpr_Gran Sach 1g M/R S/F"
"9407","Sod Valpr_Gran Sach 250mg M/R S/F"
"9408","Sod Valpr_Gran Sach 500mg M/R S/F"
"9409","Sod Valpr_Gran Sach 50mg M/R S/F"
"9410","Sod Valpr_Gran Sach 750mg M/R S/F"
"9411","Sod Valpr_Liq Spec 500mg/5ml"
"9412","Sod Valpr_Oral Soln 200mg/5ml"
"9413","Sod Valpr_Oral Soln 200mg/5ml S/F"
"9414","Sod Valpr_Tab 100mg"
"9415","Sod Valpr_Tab 200mg M/R"
"9416","Sod Valpr_Tab 300mg M/R"
"9417","Sod Valpr_Tab 500mg M/R"
"9418","Sod Valpr_Tab E/C 200mg"
"9419","Sod Valpr_Tab E/C 500mg"
"9420","Soffcrepe 10cm x 4.5m Cott Polyam & Elastane Band"
"9421","Soffcrepe 5cm x 4.5m Cott Polyam & Elastane Band"
"9422","Sofradex_Ear/Eye Dps"
"9423","Sofshield Beige Sml Tracheo Prote"
"9424","Sofshield Blk Med Tracheo Prote"
"9425","Sofshield Blue Sml Tracheo Prote"
"9426","Sofshield Wte Sml Tracheo Prote"
"9427","Softclix Lancets 0.4mm/28 Gauge"
"9428","Softclix XL Lancets 0.8mm/21 Gauge"
"9429","Softexe 10cm x 3.5m M/Layer Compress Bandaging"
"9430","Softpore 10cm x 10cm Pfa + Adh Border Dress"
"9431","Softpore 10cm x 15cm Pfa + Adh Border Dress"
"9432","Softpore 10cm x 20cm Pfa + Adh Border Dress"
"9433","Softpore 10cm x 25cm Pfa + Adh Border Dress"
"9434","Softpore 10cm x 30cm Pfa + Adh Border Dress"
"9435","Softpore 10cm x 35cm Pfa + Adh Border Dress"
"9436","Softpore 6cm x 7cm Pfa + Adh Border Dress"
"9437","Solaraze_Gel 3%"
"9438","Solgar_Calc + Vit D3 Tab"
"9439","Solgar_Chel Mag Tab"
"9440","Solgar_Chel Zn Tab 22mg"
"9441","Solgar_Coenzyme Q10 Soft Gel 100mg"
"9442","Solgar_N-Acetyl-L-Cysteine V/Cap 600mg"
"9443","Solgar_Vit D3 Cap 1,000u"
"9444","Solgar_Vit D3 Cap 400u"
"9445","Solgar_Vit E Mixed Soft Gel 200u (134mg)"
"9446","Solian 400_Tab 400mg"
"9447","Solifenacin_Tab 10mg"
"9448","Solifenacin_Tab 5mg"
"9449","Solifenacin/Tamsulosin_Tab 6mg/400mcgM/R"
"9450","Solpadeine Max Solb_Tab"
"9451","Solpadeine Max_Tab 12.8mg/500mg"
"9452","Solpadeine Plus_Tab Solb"
"9453","Solpadol_Cap 30mg/500mg"
"9454","Solpadol_Capl 30mg/500mg"
"9455","Solpadol_Tab Eff 30mg/500mg"
"9456","Soltamox_Oral Soln 10mg/5ml S/F"
"9457","Solu-Cortef_Inj 100mg Vl"
"9458","Solu-Cortef_Inj 100mg Vl + Dil"
"9459","Solvaline N 10cm x 10cm Pfa Plas Faced Dress"
"9460","Solvaline N 10cm x 20cm Pfa Plas Faced Dress"
"9461","Solvaline N 5cm x 5cm Pfa Plas Faced Dress"
"9462","Solvazinc_Eff Tab 125mg"
"9463","Somatropin (Epr)_Inj 15u Cart"
"9464","Somatropin (Rbe)_Inj 200mcg Pfs Cart"
"9465","Somatuline Autogel_Inj 120mg/0.5ml SSPfs"
"9466","Somatuline Autogel_Inj 60mg/0.5ml SS Pfs"
"9467","Somatuline Autogel_Inj 90mg/0.5ml SS Pfs"
"9468","Sorbion Sachet Border 15cmx15cm Wound Dress Protease Matrix"
"9469","Sorbion Sachet EXTRA 10cm x 10cm Wound Dress Protease Matrix"
"9470","Sorbion Sachet EXTRA 20cm x 10cm Wound Dress Protease Matrix"
"9471","Sorbion Sachet EXTRA 20cm x 20cm Wound Dress Protease Matrix"
"9472","Sorbion Sachet EXTRA 30cm x 20cm Wound Dress Protease Matrix"
"9473","Sorbion Sachet Multi Star 14cmx14cm Wound Dress Prot Matrix"
"9474","Sorbsan Flat 10cm x 10cm Wound Dress Algin Ster"
"9475","Sorbsan Flat 10cm x 20cm Wound Dress Algin Ster"
"9476","Sorbsan Flat 5cm x 5cm Wound Dress Algin Ster"
"9477","Sorbsan Packing (+ Probe) 30cm/2g Wound Dress Cavity"
"9478","Sorbsan Plus 10cm x 15cm Wound Dress Algin Ster"
"9479","Sorbsan Plus 10cm x 20cm Wound Dress Algin Ster"
"9480","Sorbsan Plus 15cm x 20cm Wound Dress Algin Ster"
"9481","Sorbsan Plus 7.5cm x 10cm Wound Dress Algin Ster"
"9482","Sorbsan Plus Carbon 10cmx20cm Wound Dress Activated Charcoal"
"9483","Sorbsan Plus Carbon 7.5cmx10cmWound Dress Activated Charcoal"
"9484","Sorbsan Ribbon (+ Probe) 40cm Wound Dress Cavity"
"9485","Sorbsan Silver Flat 10cm x 10cm Wound Dress Algin Ster"
"9486","Sorbsan Silver Plus 10cm x 15cm Wound Dress Algin Ster"
"9487","Sotacor_Tab 80mg"
"9488","Sotalol HCl_Tab 160mg"
"9489","Sotalol HCl_Tab 200mg"
"9490","Sotalol HCl_Tab 40mg"
"9491","Sotalol HCl_Tab 80mg"
"9492","Soya Oil_Liq 84.75%"
"9493","Soya Oil82.95%/Lauromacrogois15%_BathOil"
"9494","Space Chamber Plus"
"9495","Space Chamber Plus + Sml, Med or Lge Mask"
"9496","Space Chamber Plus Compact"
"9497","Space Chamber Plus Compact + Sml, Med or Lge Mask"
"9498","Spasmonal Fte_Cap 120mg"
"9499","Spasmonal_Cap 60mg"
"9500","Spatone Iron-Plus_Sach 20ml"
"9501","SpeediBag Compact Cath Access"
"9502","Spirigel_Alcohol Hand Gel"
"9503","Spiriva Respimat_Inha 2.5mcg (60D) + Dev"
"9504","Spiriva_Pdr For Inh Cap 18mcg"
"9505","Spiriva_Pdr For Inh Cap 18mcg+HandiHaler"
"9506","Spiroco XL_Tab 8mg"
"9507","Spironol_Oral Soln 10mg/5ml"
"9508","Spironol_Oral Soln 25mg/5ml"
"9509","Spironol_Oral Soln 50mg/5ml"
"9510","Spironol_Oral Susp 100mg/5ml"
"9511","Spironol_Oral Susp 10mg/5ml"
"9512","Spironol_Oral Susp 25mg/5ml"
"9513","Spironol_Oral Susp 50mg/5ml"
"9514","Spironol_Oral Susp 5mg/5ml"
"9515","Spironol_Tab 100mg"
"9516","Spironol_Tab 25mg"
"9517","Spironol_Tab 50mg"
"9518","Spironol/Chloroth_Cap 5mg/50mg"
"9519","Spironol/Furosemide_Cap 50mg/20mg"
"9520","SpiroTect Baseplate Adh Remover Wipe(30 Pack)TracheoCleanDev"
"9521","SpiroTect Baseplate Barrier Wipe (30 Pack) Tracheo Clean Dev"
"9522","SpiroTect HME A-Bact Cassette Hands Free Tracheo B/Aid"
"9523","SpiroTect HME A-Bact Cassette Night Tracheo B/Aid"
"9524","SpiroTect HME A-Bact Cassette Normal Tracheo B/Aid"
"9525","SpiroTect HME Baseplate Clear + Strong Oval Tracheo B/Aid"
"9526","SpiroTect HME Baseplate Clear + Strong Round Tracheo B/Aid"
"9527","SpiroTect HME Baseplate Fabric Oval Tracheo B/Aid"
"9528","SpiroTect HME Baseplate Fabric Round Tracheo B/Aid"
"9529","SpiroTect HME Baseplate Fabric+Tube Connctr OvalTracheoB/Aid"
"9530","SpiroTect HME Hands Free Valve Low Resistance Tracheo B/Aid"
"9531","SpiroTect Shower Protector Tracheo Prote"
"9532","SpiroTect Tube Cleaning Swabs (50 Pack) Tracheo Cleaning Dev"
"9533","SpiroTect Tube Holder 2 Piece Adult Tracheo"
"9534","Sporanox_Cap 100mg"
"9535","Sporanox_Oral Soln 10mg/ml S/F"
"9536","Sporanox-Pulse_Cap 100mg"
"9537","Sprilon_A/Spy 115g"
"9538","Spring Inguinal/Scrotal Spec Dble Truss"
"9539","SST Saliva Stimulating Tab"
"9540","St Georges Olive Oil Ear Dps Ear Wax Softening Med Dev 10ml"
"9541","St Georges Olive Oil Ear Dps Ear Wax Softening Med Dev 20ml"
"9542","St.Marks_Oral Rehydration Pdrs 26g"
"9543","Stalevo_Tab 100mg/25mg/200mg"
"9544","Stalevo_Tab 125mg/31.25mg/200mg"
"9545","Stalevo_Tab 150mg/37.5mg/200mg"
"9546","Stalevo_Tab 175mg/43.75mg/200mg"
"9547","Stalevo_Tab 200mg/50mg/200mg"
"9548","Stalevo_Tab 50mg/12.5mg/200mg"
"9549","Stalevo_Tab 75mg/18.75mg/200mg"
"9550","Stanozolol_Tab 2mg"
"9551","Starch Maize Modified_Pdr G/F"
"9552","Starch Maize Modified_Pdr Sach 9g G/F"
"9553","Stemetil_Inj 1.25%/12.5mg 1ml Amp"
"9554","Stemetil_Syr 5mg/5ml"
"9555","Stemetil_Tab 5mg"
"9556","Ster Dress Pack"
"9557","Ster Dress Pack + Non-Wov Pads Vernaid"
"9558","Ster Water_1000ml"
"9559","Sterac Sod Chlor Top Irrig 0.9% 150ml"
"9560","Sterac Ster Water Top Irrig 150ml"
"9561","Sterculia_Gran 62% G/F"
"9562","Sterculia_Gran 62% Sach 7g G/F"
"9563","Sterculia/Frangula_Gran 62/8%Sach 7g G/F"
"9564","Sterculia/Frangula_Gran 62%/8% G/F"
"9565","Sterets Skin Cleansing Swab 3cm x 3cm"
"9566","Sterets Tisept_Soln 100ml Sach"
"9567","Sterets Tisept_Soln 25ml Sach"
"9568","Sterets Unisept_Soln 25ml Sach"
"9569","Stericlens Sod Chlor Top Irrig A/Spy 100ml"
"9570","Stericlens Sod Chlor Top Irrig A/Spy 240ml"
"9571","Sterifix 5cm x 7cm Pfa + Adh Border Dress"
"9572","Steriflex_No1 Sod Chlor 0.9% I/V Inf 1L"
"9573","Sterimar Baby Nsl Spy 50ml"
"9574","Sterimar Hypertonic Nsl Spy 50ml"
"9575","Sterimar Isotonic Nsl Spy 50ml"
"9576","Steripaste_Band (15%) 7.5cm x 6m"
"9577","Steripod Sod Chlor Top Irrig 0.9% 20ml"
"9578","Steristrip Skin Closure Strips Ster Surg Suture"
"9579","Stesolid_Soln 10mg/2.5ml Rectal Tube"
"9580","Stesolid_Soln 5mg/2.5ml Rectal Tube"
"9581","Stiemycin_Acne Soln 2%"
"9582","Stilnoct_Tab 10mg"
"9583","Stilnoct_Tab 5mg"
"9584","Stiripentol_Cap 250mg"
"9585","Stiripentol_Cap 500mg"
"9586","Stiripentol_Pdr Sach 250mg"
"9587","Stiripentol_Pdr Sach 500mg"
"9588","Stoma-Quick 5cm x 7cm Tracheo Prote"
"9589","Stoma-Quick 7cm x 7cm Tracheo Prote"
"9590","Strappal 2.5cm x 5m Surg Adh Tape Zn Ox"
"9591","Strappal 5cm x 5m Surg Adh Tape Zn Ox"
"9592","Strappal 7.5cm x 5m Surg Adh Tape Zn Ox"
"9593","Strattera_Cap 10mg"
"9594","Strattera_Cap 18mg"
"9595","Strattera_Cap 25mg"
"9596","Strattera_Cap 40mg"
"9597","Strattera_Cap 60mg"
"9598","Strattera_Cap 80mg"
"9599","Strepsils_Ex Strgh Loz (Blkcurrant)"
"9600","Strepsils_Loz Honey & Lem"
"9601","Strontium Ranelate_Susp Gran Sach 2g S/F"
"9602","Stugeron_Tab 15mg"
"9603","Suboxone_Tab Subling 2mg/0.5mg"
"9604","Suboxone_Tab Subling 8mg/2mg"
"9605","Subutex_Tab Subling 2mg"
"9606","Subutex_Tab Subling 400mcg"
"9607","Subutex_Tab Subling 8mg"
"9608","Sucralfate_Enem 2g In 20ml"
"9609","Sucralfate_Susp 1g/5ml S/F"
"9610","Sucralfate_Tab 1g"
"9611","Sucrase_Liq Spec 58,000u/5ml"
"9612","Sudafed Sinus Pressure & Pain_Tab"
"9613","Sudafed_Blocked Nose Cap 12mg"
"9614","Sudafed_Blocked Nose N/Spy 0.1% 15ml"
"9615","Sudafed_Chesty Coughs With Decongest Liq"
"9616","Sudafed_Day & Night Cap"
"9617","Sudafed_Decongest Liq 30mg/5ml"
"9618","Sudafed_Decongest Tab 60mg"
"9619","Sudafed_Sinus Max Strength Cap"
"9620","Sudocrem_Antis Healing Crm"
"9621","Sulfadiazine_Tab 500mg"
"9622","Sulfasalazine_Oral Susp 250mg/5ml S/F"
"9623","Sulfasalazine_Suppos 500mg"
"9624","Sulfasalazine_Tab 500mg"
"9625","Sulfasalazine_Tab E/C 500mg"
"9626","Sulfinpyrazone_Tab 100mg"
"9627","Sulfinpyrazone_Tab 200mg"
"9628","Sulindac_Tab 100mg"
"9629","Sulindac_Tab 200mg"
"9630","Sulpiride_Oral Soln 200mg/5ml S/F"
"9631","Sulpiride_Tab 200mg"
"9632","Sulpiride_Tab 400mg"
"9633","Sumatriptan_Aq Nsl Spy 10mg/0.1ml Ud"
"9634","Sumatriptan_Aq Nsl Spy 20mg/0.1ml Ud"
"9635","Sumatriptan_Inj 6mg/0.5ml Pf Pen"
"9636","Sumatriptan_Inj 6mg/0.5ml Pfs + Dev"
"9637","Sumatriptan_Inj 6mg/0.5ml Pfs Ref"
"9638","Sumatriptan_Tab 100mg"
"9639","Sumatriptan_Tab 50mg"
"9640","Sunsense_Daily Face Crm Spf 50+"
"9641","Sunsense_Sunsensitive Crm SPF 50+"
"9642","Sunsense_Toddler Suncare Milk Spf 50+"
"9643","Sunsense_Ultra Lot Spf 50+"
"9644","SunVit D3 1,000_Tab"
"9645","SunVit D3 20,000_Tab"
"9646","SuperCheck 2 (Reagent)_Strips"
"9647","Supralip 160_Tab 160mg"
"9648","Supranettes_Ster Eye Cleansing Wipes"
"9649","Suprasorb X + PHMB 14cm x 20cm Bio-Cellulose Dress"
"9650","Suprasorb X + PHMB 5cm x 5cm Bio-Cellulose Dress"
"9651","Suprasorb X + PHMB 9cm x 9cm Bio-Cellulose Dress"
"9652","Sure-Amp_Lido HCl Inj 1% 5ml Amp"
"9653","Sure-Amp_Lido HCl Inj 2% 5ml Amp"
"9654","Sure-Amp_Sod Chlor Inj 0.9% 10ml Amp"
"9655","Surg Suture C1046213 Safil Quick Suture Absorb Ster Syn"
"9656","Surg Suture VCP497H Absorb Ster Syn"
"9657","Surg Suture W1615T Ethilon Non-Absorb Ster Polyam 6 Monof"
"9658","Surg Suture W1618T Non-Absorb Ster Syn"
"9659","Surg Suture W1621T Non Absorb Ster Syn"
"9660","Surg Suture W319 Ethilon Non-Absorb Ster Polyam 6 Monof"
"9661","Surg Suture W320 Ethilon Non-Absorb Ster Polyam 6 Monof"
"9662","Surg Suture W3207 Absorb Ster Syn"
"9663","Surg Suture W8020T Prolene Non-Absorb Ster Polyprop Monof"
"9664","Surg Suture W9074 Absorb Ster Syn"
"9665","Surg Suture W9515T Absorb Ster Syn"
"9666","Surg Suture W9915 Absorb Ster Syn"
"9667","Surg Suture W9918 Absorb Ster Syn"
"9668","Surg Suture W9932 Absorb Ster Syn"
"9669","Surg_Spt"
"9670","Suspen For Mens Stkn"
"9671","Suspender Belt"
"9672","Sustanon_Inj 250mg/1ml Amp"
"9673","Sutherland Lubri Jelly Sach 5g Ster"
"9674","Swabs 10cm x 10cm Fabric Filmated Non-Wov"
"9675","Sylk Vag Moist 40g Tube"
"9676","Symbicort_Turbohaler 100mcg/6mcg (120 D)"
"9677","Symbicort_Turbohaler 200mcg/6mcg (120 D)"
"9678","Symbicort_Turbohaler 400mcg/12mcg (60 D)"
"9679","Symmetrel_Cap 100mg"
"9680","Synalar_Crm 0.025%"
"9681","Synalar_Crm 1/10 Strgh 0.0025%"
"9682","Synalar_Crm 1/4 Strgh 0.00625%"
"9683","Synalar_Gel 0.025%"
"9684","Synalar_Oint 0.025%"
"9685","Synalar_Oint 1/4 Strgh 0.00625%"
"9686","Synalar-C_Crm"
"9687","Synalar-C_Oint"
"9688","Synalar-N_Crm"
"9689","Synalar-N_Oint"
"9690","Synphase_Tab"
"9691","Synvisc (Hylan G-F20) Tt/P 3 x 2ml Pfs Synovial Fluid"
"9692","Syprol_Oral Soln 10mg/5ml S/F"
"9693","Syprol_Oral Soln 40mg/5ml S/F"
"9694","Syprol_Oral Soln 5mg/5ml S/F"
"9695","Systane Balance Hydroxypropyl Guar Eye Dps"
"9696","Systane Gel Dps Hydroxypropyl Guar Eye Dps"
"9697","Systane Hydroxypropyl Guar Eye Dps 0.8ml Ud"
"9698","Systane Hydroxypropyl Guar Eye Dps 10ml"
"9699","Systane Ultra Hydroxypropyl Guar Eye Dps 0.7ml Ud"
"9700","Systane Ultra Hydroxypropyl Guar Eye Dps 10ml"
"9701","Systane_Lid Wipes"
"9702","Sytron_Elix 190mg/5ml S/F"
"9703","T & R Sod Bicarb Ear Dps 5% Ear Wax Softening Med Dev 10ml"
"9704","T-Safe 380A QL Iucd"
"9705","Tabphyn_MR Cap 400mcg"
"9706","Tacalcitol_Lot 4mcg/1g"
"9707","Tacalcitol_Oint 4mcg/1g"
"9708","Tacrolimus_Cap 1mg"
"9709","Tacrolimus_Cap 1mg M/R"
"9710","Tacrolimus_Cap 3mg M/R"
"9711","Tacrolimus_Cap 500mcg"
"9712","Tacrolimus_Cap 5mg M/R"
"9713","Tacrolimus_Oint 0.03%"
"9714","Tacrolimus_Oint 0.1%"
"9715","Tacrolimus_Oral Susp 2.5mg/5ml"
"9716","Tacrolimus_Oral Susp 5mg/5ml"
"9717","Tadalafil_Tab 10mg"
"9718","Tadalafil_Tab 2.5mg"
"9719","Tadalafil_Tab 20mg"
"9720","Tadalafil_Tab 5mg"
"9721","Tafluprost_Eye Dps 15mcg/ml 0.3ml Ud P/F"
"9722","Tagamet_Tab 400mg"
"9723","Tambocor_Tab 100mg"
"9724","Tambocor_Tab 50mg"
"9725","Tamiflu_Cap 75mg"
"9726","Tamoxifen Cit_Oral Soln 10mg/5ml S/F"
"9727","Tamoxifen Cit_Tab 10mg"
"9728","Tamoxifen Cit_Tab 20mg"
"9729","Tamsulosin HCl_Cap 400mcg M/R"
"9730","Tamsulosin HCL_Liq Spec 400mcg/5ml"
"9731","Tamsulosin HCl_Tab 400mcg M/R"
"9732","Tamsulosin/Dutasteride HCl_Cap 0.4/0.5mg"
"9733","Tamurex_Cap 400mcg M/R"
"9734","Tanatril_Tab 10mg"
"9735","Tapclob_Oral Susp 10mg/5ml"
"9736","Tapclob_Oral Susp 5mg/5ml"
"9737","Tapentadol HCl_Tab 100mg M/R"
"9738","Tapentadol HCl_Tab 150mg M/R"
"9739","Tapentadol HCl_Tab 200mg M/R"
"9740","Tapentadol HCl_Tab 250mg M/R"
"9741","Tapentadol HCl_Tab 50mg"
"9742","Tapentadol HCl_Tab 50mg M/R"
"9743","Tapentadol HCl_Tab 75mg"
"9744","Taranis_L/P Apricot Cake"
"9745","Taranis_L/P Lem Cake Bar"
"9746","Taranis_L/P Pear Cake"
"9747","Tardisc XL_Tab 60mg"
"9748","Targaxan_Tab 550mg"
"9749","Targinact_Tab 10mg/5mg M/R"
"9750","Targinact_Tab 20mg/10mg M/R"
"9751","Targinact_Tab 40mg/20mg M/R"
"9752","Targinact_Tab 5mg/2.5mg M/R"
"9753","Taurine_Cap 500mg"
"9754","Tavegil_Tab 1mg"
"9755","Tazarotene_Aq Gel 0.05%"
"9756","Tazarotene_Aq Gel 0.1%"
"9757","Tazocin_Inj 4.5g Vl"
"9758","Tear-Lac Hypromellose Eye Dps P/F"
"9759","Tears Naturale_Eye Dps"
"9760","Tears Naturale_Eye Dps 0.4ml Ud"
"9761","Tegaderm + Pad 5cm x 7cm VP Adh Film Dress"
"9762","Tegaderm + Pad 9cm x 10cm VP Adh Film Dress"
"9763","Tegaderm + Pad 9cm x 15cm VP Adh Film Dress"
"9764","Tegaderm + Pad 9cm x 20cm VP Adh Film Dress"
"9765","Tegaderm + Pad 9cm x 25cm VP Adh Film Dress"
"9766","Tegaderm + Pad 9cm x 35cm VP Adh Film Dress"
"9767","Tegaderm Absorb Clr 11.1cm x 12.7cm Acrylic Dress"
"9768","Tegaderm Absorb Clr 20cm x 20.3cm Acrylic Dress"
"9769","Tegaderm Absorb Clr 7.6cm x 9.5cm Acrylic Dress"
"9770","Tegaderm Alginate 10cm x 10cm Wound Dress Algin Ster"
"9771","Tegaderm Alginate 2cm x 30.4cm Wound Dress Cavity"
"9772","Tegaderm Alginate 5cm x 5cm Wound Dress Algin Ster"
"9773","Tegaderm Alginate Ag 10cm x 10cm Wound Dress Algin Ster"
"9774","Tegaderm Alginate Ag 3cm x 30cm Wound Dress Cavity"
"9775","Tegaderm Alginate Ag 5cm x 5cm Wound Dress Algin Ster"
"9776","Tegaderm Diamond 10cm x 12cm VP Adh Film Dress"
"9777","Tegaderm Film 12cm x 12cm VP Adh Film Dress"
"9778","Tegaderm Film 15cm x 20cm VP Adh Film Dress"
"9779","Tegaderm Film 6cm x 7cm VP Adh Film Dress"
"9780","Tegaderm Foam 10cm x 10cm Wound Dress Polyureth"
"9781","Tegaderm Foam 10cm x 20cm Wound Dress Polyureth"
"9782","Tegaderm Foam 20cm x 20cm Wound Dress Polyureth"
"9783","Tegaderm Foam 8.8cm x 8.8cm Wound Dress Polyureth"
"9784","Tegaderm Foam Adh Border 6.9cm x 6.9cm Wound Dress Polyureth"
"9785","Tegaderm Foam Adh Circ(Heel)13.9cmx13.9cmWoundDressPolyureth"
"9786","Tegaderm Foam Adh Oval 10cm x 11cm Wound Dress Polyureth"
"9787","Tegaderm Foam Adh Oval 14.3cm x 15.6cm Wound Dress Polyureth"
"9788","Tegaderm Foam Adh Oval 19cm x 22.2cm Wound Dress Polyureth"
"9789","Tegaderm Foam Adh Oval 6.9cm x 7.6cm Wound Dress Polyureth"
"9790","Tegaderm Foam Adh Square 14.3cmx14.3cm Wound Dress Polyureth"
"9791","Tegaderm H/Coll 10cm x 10cm Wound Dress H/Coll"
"9792","Tegaderm H/Coll 10cm x 12cm Wound Dress H/Coll"
"9793","Tegaderm H/Coll 13cm x 15cm Wound Dress H/Coll"
"9794","Tegaderm H/Coll Thin 10cm x 10cm Wound Dress H/Coll"
"9795","Tegaderm H/Coll Thin 10cm x 12cm Wound Dress H/Coll"
"9796","Tegaderm H/Coll Thin 13cm x 15cm Wound Dress H/Coll"
"9797","Tegaderm IV 7cm x 8.5cm Peri Line VP Adh Film Dress"
"9798","Tegaderm IV 8.5cm x 10.5cm Cntrl Line VP Adh Film Dress"
"9799","Tegaderm Matrix 5cm x 6cm Wound Dress Protease Matrix"
"9800","Tegretol Chewtab_Tab Chble 100mg"
"9801","Tegretol Chewtab_Tab Chble 200mg"
"9802","Tegretol Prolonged Release_Tab 200mg M/R"
"9803","Tegretol Prolonged Release_Tab 400mg M/R"
"9804","Tegretol_Liq 100mg/5ml S/F"
"9805","Tegretol_Tab 100mg"
"9806","Tegretol_Tab 200mg"
"9807","Tegretol_Tab 400mg"
"9808","Teicoplanin_Inj 400mg Vl + Dil"
"9809","Teleflex Liquick Base Fle 6-14 (60-Pack) Cath"
"9810","Teleflex Liquick Base Male 10-16 (60-Pack) Cath"
"9811","Teleflex_Cath Valve"
"9812","Teleflex_Night Drain Bag + Sle Use Tap 2L"
"9813","Teleflex_Rusch Belly Bag + Belt"
"9814","Teleflex_Rusch Belly Bag + Drain Tubing"
"9815","Teleflex_Rusch Belly Bag + Sample Port"
"9816","Teleflex_Rusch Belly Bag Rep Belt"
"9817","Teleflex_Rusch Leg Bag 500ml 10cm Tubing Lever Tap"
"9818","Teleflex_Rusch Leg Bag 500ml 10cm Tubing Slide Tap"
"9819","Teleflex_Rusch Leg Bag 500ml 30cm Tubing Lever Tap"
"9820","Teleflex_Rusch Leg Bag 500ml 30cm Tubing Slide Tap"
"9821","Teleflex_Rusch Night Drain Bag Lever Tap 2L"
"9822","Teleflex_Rusch Night Drain Bag Slide Tap 2L"
"9823","Telfa 10cm x 7.5cm Pfa Plas Faced Non-Adh Dress"
"9824","Telfa 15cm x 7.5cm Pfa Plas Faced Non-Adh Dress"
"9825","Telfa 7.5cm x 5cm Pfa Plas Faced Non-Adh Dress"
"9826","Telfa AMD Island 10cm x 12.5cm Adh Dress Pfa"
"9827","Telfa Island 10cm x 20cm Adh Dress Pfa"
"9828","Telfast 120_Tab 120mg"
"9829","Telfast 180_Tab 180mg"
"9830","Telmisartan_Tab 20mg"
"9831","Telmisartan_Tab 40mg"
"9832","Telmisartan_Tab 80mg"
"9833","Telmisartan/Hydchloroth_Tab 40mg/12.5mg"
"9834","Telmisartan/Hydchloroth_Tab 80mg/12.5mg"
"9835","Telmisartan/Hydchloroth_Tab 80mg/25mg"
"9836","Temazepam_Oral Soln 10mg/5ml S/F"
"9837","Temazepam_Tab 10mg"
"9838","Temazepam_Tab 20mg"
"9839","Temgesic_Tab Subling 200mcg"
"9840","Temgesic_Tab Subling 400mcg"
"9841","Tenif_Cap 50mg/20mg M/R"
"9842","Tenoret_Tab 50mg/12.5mg"
"9843","Tenoretic_Tab 100mg/25mg"
"9844","Tenormin L.S._Tab 50mg"
"9845","Tenormin_Syr 25mg/5ml S/F"
"9846","Tenormin_Tab 100mg"
"9847","Tenoxicam_Tab 20mg"
